"","housing_median_age","total_rooms","total_bedrooms","households","median_income","median_house_value","ocean_proximity"
"14788",27,2511,615,576,3.1645,156000,"NEAR OCEAN"
"14789",32,1870,437,426,2.3194,159400,"NEAR OCEAN"
"14790",27,1417,373,348,2.3603,195300,"NEAR OCEAN"
"14791",20,2524,682,560,2.9286,257700,"NEAR OCEAN"
"14792",28,1869,407,344,2.5988,135600,"NEAR OCEAN"
"14793",32,2723,586,562,3.3371,140500,"NEAR OCEAN"
"14794",35,1450,256,286,2.6715,133300,"NEAR OCEAN"
"14795",26,1360,309,328,3.0217,131600,"NEAR OCEAN"
"14796",21,2894,685,712,2.2755,125000,"NEAR OCEAN"
"14797",27,2616,591,577,2.3824,127600,"NEAR OCEAN"
"14798",14,5058,1299,1193,2.3253,133700,"NEAR OCEAN"
"14799",17,2020,534,500,2.1773,143200,"NEAR OCEAN"
"14800",12,1086,294,290,2.4213,132500,"NEAR OCEAN"
"14801",18,2329,580,567,2.1179,153100,"NEAR OCEAN"
"14802",28,2793,706,676,2.6724,144500,"NEAR OCEAN"
"14803",36,1940,399,382,3.3906,147800,"NEAR OCEAN"
"14804",10,7374,1157,794,8.7991,478500,"NEAR OCEAN"
"14805",26,1617,279,250,3.5357,67500,"NEAR OCEAN"
"14806",16,5895,1424,522,7.3669,187500,"NEAR OCEAN"
"14807",29,1539,344,289,3.25,500001,"NEAR OCEAN"
"14808",52,1837,313,300,5.1009,500001,"NEAR OCEAN"
"14809",37,3112,716,674,3.2121,320800,"NEAR OCEAN"
"14810",44,2819,514,503,4.4777,452800,"NEAR OCEAN"
"14811",40,2236,331,316,5.3177,500001,"NEAR OCEAN"
"14812",48,2764,491,449,5.1249,432400,"NEAR OCEAN"
"14813",19,2802,802,597,4.7891,334600,"NEAR OCEAN"
"14814",45,3168,598,562,4.5189,422200,"NEAR OCEAN"
"14815",33,4084,897,833,4.0488,409700,"NEAR OCEAN"
"14816",44,2655,514,489,3.6759,368800,"NEAR OCEAN"
"14817",42,1691,286,281,5.1386,404500,"NEAR OCEAN"
"14818",35,2921,438,415,6.3612,482700,"NEAR OCEAN"
"14819",36,26,14,23,1.9107,125000,"NEAR OCEAN"
"14820",43,515,146,140,1.6094,93000,"NEAR OCEAN"
"14821",46,928,236,235,1.6806,92500,"NEAR OCEAN"
"14822",52,204,74,57,1.7961,47500,"NEAR OCEAN"
"14823",52,16,4,3,1.125,60000,"NEAR OCEAN"
"14824",52,280,71,71,1.4844,83300,"NEAR OCEAN"
"14825",52,25,5,9,1.625,118800,"NEAR OCEAN"
"14826",37,1157,332,306,2.0972,117000,"NEAR OCEAN"
"14827",38,833,206,182,1.8333,127100,"NEAR OCEAN"
"14828",37,1232,330,330,1.6389,114300,"NEAR OCEAN"
"14829",27,1782,560,560,2.1542,106300,"NEAR OCEAN"
"14830",26,2629,763,767,2.0982,109100,"NEAR OCEAN"
"14831",22,1690,541,494,2.0213,110600,"NEAR OCEAN"
"14832",30,2662,653,605,2.8089,120600,"NEAR OCEAN"
"14833",31,2051,549,538,2.052,108900,"NEAR OCEAN"
"14834",15,1635,553,597,1.2745,92900,"NEAR OCEAN"
"14835",20,1012,269,240,2.0488,88900,"NEAR OCEAN"
"14836",29,4174,1195,1124,1.8112,103600,"NEAR OCEAN"
"14837",42,2013,568,557,2.0724,107600,"NEAR OCEAN"
"14838",47,771,224,212,2.0156,90300,"NEAR OCEAN"
"14839",49,1412,350,332,2.0398,93600,"NEAR OCEAN"
"14840",47,1044,274,280,1.7802,97800,"NEAR OCEAN"
"14841",45,1183,289,266,2.4943,99600,"NEAR OCEAN"
"14842",29,1429,293,317,3.4609,118000,"NEAR OCEAN"
"14843",31,2558,487,492,3.4875,117000,"NEAR OCEAN"
"14844",36,1571,284,268,3.6875,111400,"NEAR OCEAN"
"14845",34,1469,267,267,3.4583,112700,"NEAR OCEAN"
"14846",29,1792,449,396,2.2201,1e+05,"NEAR OCEAN"
"14847",28,1485,275,283,4.069,153300,"NEAR OCEAN"
"14848",26,3071,615,568,2.9318,112400,"NEAR OCEAN"
"14849",19,3635,1078,1098,1.324,122600,"NEAR OCEAN"
"14850",20,2569,737,705,2.0114,104900,"NEAR OCEAN"
"14851",28,2758,623,631,2.3814,112300,"NEAR OCEAN"
"14852",31,3008,764,757,2.5662,118200,"NEAR OCEAN"
"14853",46,844,147,161,3.375,136300,"NEAR OCEAN"
"14854",43,1004,236,235,2.81,103400,"NEAR OCEAN"
"14855",35,3200,725,610,1.8977,95600,"NEAR OCEAN"
"14856",12,4131,891,840,3.4701,204900,"NEAR OCEAN"
"14857",32,5135,1025,944,4.1325,172800,"NEAR OCEAN"
"14858",43,1005,230,252,1.8672,145800,"NEAR OCEAN"
"14859",17,2633,712,694,2.5392,147000,"NEAR OCEAN"
"14860",38,917,256,233,1.9241,150000,"NEAR OCEAN"
"14861",11,1651,533,515,1.6806,141700,"NEAR OCEAN"
"14862",20,1445,323,334,2.619,145800,"NEAR OCEAN"
"14863",25,3509,985,899,2.6296,150000,"NEAR OCEAN"
"14864",28,2296,603,550,2.3562,123800,"NEAR OCEAN"
"14865",38,2095,536,550,2.7218,145900,"NEAR OCEAN"
"14866",30,3171,862,800,2.507,142700,"NEAR OCEAN"
"14867",29,1578,460,461,2.5658,134700,"NEAR OCEAN"
"14868",20,1999,651,592,1.6321,57500,"NEAR OCEAN"
"14869",19,2571,791,783,1.62,131300,"NEAR OCEAN"
"14870",27,2920,770,746,2.4148,67500,"NEAR OCEAN"
"14871",23,1619,447,415,1.858,67500,"NEAR OCEAN"
"14872",27,1846,509,482,2.1719,131500,"NEAR OCEAN"
"14873",37,1538,298,285,3.0729,128700,"NEAR OCEAN"
"14874",37,1925,428,426,2.4866,129700,"NEAR OCEAN"
"14875",34,1576,364,381,2.1955,129700,"NEAR OCEAN"
"14876",33,2891,793,754,2.1281,139800,"NEAR OCEAN"
"14877",24,3613,973,931,1.947,147500,"NEAR OCEAN"
"14878",33,620,161,164,1.8417,150000,"NEAR OCEAN"
"14879",38,1486,269,295,4.6477,150400,"NEAR OCEAN"
"14880",37,2303,379,357,3.455,156900,"NEAR OCEAN"
"14881",30,2873,774,731,2.24,129500,"NEAR OCEAN"
"14882",37,1326,234,240,4.125,160200,"NEAR OCEAN"
"14883",36,786,125,138,3.9167,189700,"NEAR OCEAN"
"14884",40,1706,322,303,3.5583,154900,"NEAR OCEAN"
"14885",37,2372,444,419,3.7583,145500,"NEAR OCEAN"
"14886",30,2504,559,490,2.6146,159400,"NEAR OCEAN"
"14887",28,2080,427,434,2.2788,146300,"NEAR OCEAN"
"14888",28,2468,506,522,3.0771,158600,"NEAR OCEAN"
"14889",36,1674,309,307,3.4773,150400,"NEAR OCEAN"
"14890",23,1157,309,313,2.1548,118800,"NEAR OCEAN"
"14891",21,1945,430,419,3.6467,113000,"NEAR OCEAN"
"14892",16,5192,1381,1321,2.2685,151900,"NEAR OCEAN"
"14893",27,2264,525,468,3.3514,149100,"NEAR OCEAN"
"14894",19,5016,1173,1081,2.7838,155900,"NEAR OCEAN"
"14895",34,4325,1015,979,2.8489,128300,"NEAR OCEAN"
"14896",22,5016,1331,1196,2.1441,135500,"NEAR OCEAN"
"14897",18,2602,551,550,1.9267,67500,"NEAR OCEAN"
"14898",21,1779,466,488,1.6007,96200,"NEAR OCEAN"
"14899",30,144,52,48,2.3929,134400,"NEAR OCEAN"
"14900",24,1901,490,476,2.2544,121900,"NEAR OCEAN"
"14901",10,1686,414,391,2.1765,128400,"NEAR OCEAN"
"14902",24,4369,1353,1247,2.0571,152300,"NEAR OCEAN"
"14903",23,1630,362,418,2.5625,131100,"NEAR OCEAN"
"14904",13,1607,435,400,2.2903,106300,"NEAR OCEAN"
"14905",25,1075,238,234,1.7472,94600,"NEAR OCEAN"
"14906",24,1088,268,246,2.4191,107300,"NEAR OCEAN"
"14907",33,905,205,222,2.7014,108200,"NEAR OCEAN"
"14908",31,4911,861,843,4.1958,160100,"NEAR OCEAN"
"14909",34,3928,686,681,4.2851,144500,"NEAR OCEAN"
"14910",26,3620,607,593,4.9962,156000,"NEAR OCEAN"
"14911",31,4033,715,715,3.5096,139900,"NEAR OCEAN"
"14912",21,6034,1205,1146,3.2633,129700,"NEAR OCEAN"
"14913",26,1563,286,313,3.8615,139300,"NEAR OCEAN"
"14914",20,8052,1461,1430,4.2241,139800,"NEAR OCEAN"
"14915",18,4747,846,872,3.9076,152900,"NEAR OCEAN"
"14916",16,4683,929,865,3.0495,98300,"NEAR OCEAN"
"14917",26,2074,356,335,4.1154,160200,"NEAR OCEAN"
"14918",27,1710,282,297,4.6793,151900,"NEAR OCEAN"
"14919",23,1553,216,229,5.1538,171300,"NEAR OCEAN"
"14920",22,1028,148,152,6.0086,166900,"NEAR OCEAN"
"14921",26,1335,224,215,5.152,143400,"NEAR OCEAN"
"14922",19,1902,335,313,3.0365,98100,"NEAR OCEAN"
"14923",6,7995,1458,1376,4.7068,184300,"NEAR OCEAN"
"14924",30,4494,667,680,5.766,186100,"NEAR OCEAN"
"14925",29,4168,742,713,4.2204,169800,"NEAR OCEAN"
"14926",22,2346,380,382,5.5248,156300,"NEAR OCEAN"
"14927",17,2319,348,337,5.551,266900,"NEAR OCEAN"
"14928",16,2238,307,303,6.6143,264100,"NEAR OCEAN"
"14929",20,1505,184,182,6.5772,245200,"NEAR OCEAN"
"14930",11,9992,1368,1316,6.9664,293900,"NEAR OCEAN"
"14931",19,771,147,108,6.6272,273600,"NEAR OCEAN"
"14932",4,16450,2833,2683,5.6631,233400,"NEAR OCEAN"
"14933",15,4331,699,627,3.9519,193500,"NEAR OCEAN"
"14934",8,8806,1401,1059,4.2155,247800,"NEAR OCEAN"
"14935",14,1111,142,145,7.6344,290500,"NEAR OCEAN"
"14936",11,3098,490,484,4.9792,170400,"NEAR OCEAN"
"14937",7,6483,976,1005,5.7358,221600,"NEAR OCEAN"
"14938",5,2329,542,514,4.0298,225600,"NEAR OCEAN"
"14939",5,260,41,42,6.5151,281700,"NEAR OCEAN"
"14940",13,2087,313,330,5.7789,227700,"NEAR OCEAN"
"14941",14,2796,476,464,5.2489,213700,"NEAR OCEAN"
"14942",26,2756,422,398,5.1354,181600,"NEAR OCEAN"
"14943",17,3101,547,486,3.1771,189900,"<1H OCEAN"
"14944",17,3943,843,766,2.6944,158300,"<1H OCEAN"
"14945",24,977,147,169,4.9286,173700,"<1H OCEAN"
"14946",16,3361,537,578,5.1098,162300,"<1H OCEAN"
"14947",15,4209,680,641,4.5135,158300,"<1H OCEAN"
"14948",16,952,143,143,5.0864,175300,"<1H OCEAN"
"14949",4,1078,158,184,4.6667,223300,"<1H OCEAN"
"14950",14,7410,1344,1274,4.2192,176100,"<1H OCEAN"
"14951",7,2722,578,574,3.9583,141700,"<1H OCEAN"
"14952",18,2413,533,551,2.4567,155000,"<1H OCEAN"
"14953",17,1635,272,279,5.2671,157100,"<1H OCEAN"
"14954",26,2460,313,299,5.9878,270700,"<1H OCEAN"
"14955",25,4137,662,630,4.375,214000,"<1H OCEAN"
"14956",28,3519,583,590,4.7973,186900,"<1H OCEAN"
"14957",18,1519,369,347,2.9886,170800,"<1H OCEAN"
"14958",33,3071,466,513,6.1768,228900,"<1H OCEAN"
"14959",13,5543,857,737,4.9528,266200,"<1H OCEAN"
"14960",4,14934,2479,2418,5.1221,229700,"<1H OCEAN"
"14961",9,1859,307,304,5.9202,181300,"<1H OCEAN"
"14962",7,1659,237,242,5.2741,249400,"<1H OCEAN"
"14963",5,8710,1614,1527,4.7813,240900,"<1H OCEAN"
"14964",31,1989,280,301,6.5645,189100,"<1H OCEAN"
"14965",21,3833,595,589,4.625,273500,"<1H OCEAN"
"14966",18,3341,611,602,3.9844,215300,"<1H OCEAN"
"14967",17,2357,599,510,1.8856,118800,"<1H OCEAN"
"14968",30,1856,339,379,4.0357,153800,"<1H OCEAN"
"14969",26,4038,706,687,3.9545,178100,"<1H OCEAN"
"14970",34,2105,340,357,4.3088,152500,"<1H OCEAN"
"14971",31,3473,514.5,677,2.6973,135200,"<1H OCEAN"
"14972",22,2526,530,529,2.8646,120800,"NEAR OCEAN"
"14973",17,6050,1143,1131,3.7647,127600,"<1H OCEAN"
"14974",10,3817,943,875,2.1362,143200,"NEAR OCEAN"
"14975",12,2914,734,703,2.3068,132300,"NEAR OCEAN"
"14976",15,3660,622,612,4.0444,150100,"NEAR OCEAN"
"14977",23,2785,468,449,4.3714,131000,"NEAR OCEAN"
"14978",18,2355,444,433,3.4551,121400,"<1H OCEAN"
"14979",21,3049,582,585,3.8904,113800,"NEAR OCEAN"
"14980",22,2263,441,416,3.725,123500,"NEAR OCEAN"
"14981",20,3506,692,668,2.981,129100,"NEAR OCEAN"
"14982",15,825,130,131,4.0391,169500,"<1H OCEAN"
"14983",14,1771,301,284,4.775,143300,"<1H OCEAN"
"14984",13,1330,216,215,3.8295,149600,"<1H OCEAN"
"14985",11,1112,164,174,4.7679,169500,"<1H OCEAN"
"14986",30,4205,772,734,3.5,144700,"NEAR OCEAN"
"14987",34,2061,437,400,3.5096,142000,"NEAR OCEAN"
"14988",32,1750,333,335,3.4784,154400,"NEAR OCEAN"
"14989",37,821,150,135,3.0125,130400,"NEAR OCEAN"
"14990",22,5201,865,817,4.7952,141400,"NEAR OCEAN"
"14991",36,2030,369,357,3.7763,126900,"NEAR OCEAN"
"14992",38,3174,606,619,3.5861,123600,"NEAR OCEAN"
"14993",38,886,176,188,3.5938,125400,"NEAR OCEAN"
"14994",37,2192,455,446,3.0588,120600,"NEAR OCEAN"
"14995",24,5474,955,904,4.0813,137000,"NEAR OCEAN"
"14996",36,2084,400,398,3.2717,130700,"NEAR OCEAN"
"14997",25,1375,267,278,3.5492,125400,"NEAR OCEAN"
"14998",35,3669,617,585,3.9485,133900,"NEAR OCEAN"
"14999",27,3184,588,571,3.5529,133900,"NEAR OCEAN"
"15000",35,1878,454,409,2.4345,129700,"NEAR OCEAN"
"15001",33,3880,770,805,3.6848,140700,"NEAR OCEAN"
"15002",12,3301,963,879,1.8594,119200,"NEAR OCEAN"
"15003",5,2878,785,758,1.7179,132000,"NEAR OCEAN"
"15004",36,2297,418,392,3.5192,144000,"NEAR OCEAN"
"15005",29,2767,612,587,2.8306,142900,"NEAR OCEAN"
"15006",43,1718,344,336,2.7014,133700,"NEAR OCEAN"
"15007",34,1796,428,424,2.875,161200,"<1H OCEAN"
"15008",15,1204,326,326,1.0278,154200,"<1H OCEAN"
"15009",40,2523,488,470,3.11,185700,"<1H OCEAN"
"15010",33,3296,537,556,5.2835,217100,"<1H OCEAN"
"15011",24,7879,1655,1534,3.0897,187300,"NEAR OCEAN"
"15012",26,4263,1037,1010,2.734,148900,"<1H OCEAN"
"15013",43,3171,665,625,3.141,141400,"NEAR OCEAN"
"15014",37,4879,906,871,3.6625,154800,"NEAR OCEAN"
"15015",37,2979,557,564,3.7368,152200,"NEAR OCEAN"
"15016",16,7963,1881,1804,2.9624,144700,"<1H OCEAN"
"15017",19,4819,1492,1336,2.3393,118200,"<1H OCEAN"
"15018",37,1184,178,192,4.7941,161700,"<1H OCEAN"
"15019",17,5481,1618,1537,2.5707,171300,"<1H OCEAN"
"15020",33,3481,708,719,3.3675,158200,"<1H OCEAN"
"15021",31,2366,383,387,4.2992,174400,"<1H OCEAN"
"15022",17,7352,1699,1634,2.7006,166300,"<1H OCEAN"
"15023",30,1802,401,386,2.8125,173500,"<1H OCEAN"
"15024",22,3626,824,769,2.8594,189600,"<1H OCEAN"
"15025",34,3415,608,593,4.0549,223700,"<1H OCEAN"
"15026",24,2311,536,525,2.9,185200,"<1H OCEAN"
"15027",34,3330,723,656,2.6678,164200,"<1H OCEAN"
"15028",43,841,192,207,3.0179,149300,"<1H OCEAN"
"15029",31,3776,815,799,3.4421,155300,"<1H OCEAN"
"15030",20,2616,597,579,2.9896,235600,"<1H OCEAN"
"15031",31,2567,530,499,3.4659,163000,"<1H OCEAN"
"15032",36,2211,384,329,4.0491,147900,"<1H OCEAN"
"15033",33,2420,393,397,4.0658,165100,"<1H OCEAN"
"15034",26,3623,703,669,3.744,165800,"<1H OCEAN"
"15035",29,1114,163,154,5.4333,222800,"<1H OCEAN"
"15036",31,3256,726,706,3.4773,155800,"<1H OCEAN"
"15037",35,2306,334,310,6.1103,301600,"<1H OCEAN"
"15038",29,3558,447,445,8.093,379600,"<1H OCEAN"
"15039",31,2545,373,342,4.3977,226800,"<1H OCEAN"
"15040",35,2114,317,320,5.5,241400,"<1H OCEAN"
"15041",33,2432,443,427,3.3906,138100,"<1H OCEAN"
"15042",26,2807,630,580,2.1638,132800,"<1H OCEAN"
"15043",26,8902,1413,1387,4.7943,226900,"<1H OCEAN"
"15044",21,4192,752,710,4.4306,159100,"<1H OCEAN"
"15045",15,4058,511,473,7.5,316400,"<1H OCEAN"
"15046",16,2770,406,429,6.6783,275000,"<1H OCEAN"
"15047",8,3600,492,482,6.2609,307100,"<1H OCEAN"
"15048",20,3425,448,443,6.2552,296400,"<1H OCEAN"
"15049",25,3308,421,414,6.3191,303400,"<1H OCEAN"
"15050",17,13559,2656,2533,3.434,193200,"<1H OCEAN"
"15051",17,4234,770,725,3.6445,197600,"<1H OCEAN"
"15052",35,2926,562,506,4.2014,143200,"<1H OCEAN"
"15053",19,1747,291,290,4.875,187200,"<1H OCEAN"
"15054",6,3123,495,480,5.4288,167800,"<1H OCEAN"
"15055",18,2367,402,395,4.8125,210500,"<1H OCEAN"
"15056",24,4055,742,744,4.5224,142000,"<1H OCEAN"
"15057",23,5759,1258,1202,3.0927,140600,"<1H OCEAN"
"15058",32,1943,287,292,5.6846,208800,"<1H OCEAN"
"15059",21,3770,491,446,6.7685,294700,"<1H OCEAN"
"15060",21,7906,2292,2117,1.8937,109800,"<1H OCEAN"
"15061",19,3354,683,682,3.0192,142300,"<1H OCEAN"
"15062",19,11391,3093,2905,2.0326,123200,"<1H OCEAN"
"15063",16,3920,1094,1023,1.3291,120800,"<1H OCEAN"
"15064",19,3008,693,689,2.6087,123800,"<1H OCEAN"
"15065",35,1081,266,259,2.6324,133700,"<1H OCEAN"
"15066",24,2493,693,643,1.8357,104200,"<1H OCEAN"
"15067",19,4108,1101,1006,1.9893,112500,"<1H OCEAN"
"15068",17,5236,1325,1233,2.3221,138800,"<1H OCEAN"
"15069",37,1255,238,278,3.7019,138600,"<1H OCEAN"
"15070",35,1113,236,246,2.9784,136400,"<1H OCEAN"
"15071",32,1255,338,302,2.6635,113600,"<1H OCEAN"
"15072",32,3756,662,598,3.8667,189700,"<1H OCEAN"
"15073",28,5721,1029,1054,3.963,164400,"<1H OCEAN"
"15074",34,3657,538,562,5.2907,195800,"<1H OCEAN"
"15075",33,1816,325,316,4.5662,150300,"<1H OCEAN"
"15076",29,2045,398,368,3.0189,144100,"<1H OCEAN"
"15077",25,4436,758,738,4.2386,201000,"<1H OCEAN"
"15078",18,10968,1521,1501,6.2787,250000,"<1H OCEAN"
"15079",23,149,32,34,2.6458,112500,"<1H OCEAN"
"15080",19,1573,471,414,2.1422,125000,"<1H OCEAN"
"15081",15,3927,1018,977,2.4367,111400,"<1H OCEAN"
"15082",22,4266,1010,985,2.8175,135200,"<1H OCEAN"
"15083",28,3042,729,703,2.4141,137500,"<1H OCEAN"
"15084",19,4574,1152,1057,2.065,124100,"<1H OCEAN"
"15085",25,3421,803,742,3.369,134400,"<1H OCEAN"
"15086",34,1765,284,282,5.0118,165300,"<1H OCEAN"
"15087",23,2668,528,524,3.3669,158900,"<1H OCEAN"
"15088",26,4129,714,718,4.2586,171000,"<1H OCEAN"
"15089",22,4331,637,654,5.4834,232000,"<1H OCEAN"
"15090",33,1518,268,272,3.5586,160400,"<1H OCEAN"
"15091",17,1312,394,337,1.6686,112500,"<1H OCEAN"
"15092",19,1867,538,468,2.0685,130000,"<1H OCEAN"
"15093",18,2447,466,472,2.6429,125400,"<1H OCEAN"
"15094",19,5308,1058,1092,2.9161,135700,"<1H OCEAN"
"15095",12,5535,1434,1262,2.5949,108300,"<1H OCEAN"
"15096",31,1277,293,237,3.1106,147700,"<1H OCEAN"
"15097",8,2378,638,623,2.9097,152500,"<1H OCEAN"
"15098",35,1737,285,294,3.2411,159200,"<1H OCEAN"
"15099",8,2517,632,613,2.136,143500,"<1H OCEAN"
"15100",15,2619,599,537,2.543,1e+05,"<1H OCEAN"
"15101",18,3038,592,595,3.8024,144900,"<1H OCEAN"
"15102",17,6659,1402,1378,2.949,117300,"<1H OCEAN"
"15103",20,6696,1326,1291,3.1979,154600,"<1H OCEAN"
"15104",32,5211,949,948,4.0931,134200,"<1H OCEAN"
"15105",12,3570,713,666,4.0882,134500,"<1H OCEAN"
"15106",17,15401,3280,3176,3.3067,121900,"<1H OCEAN"
"15107",23,1951,395,378,3.1023,143300,"<1H OCEAN"
"15108",17,4013,673,661,5.131,148300,"<1H OCEAN"
"15109",11,9724,1796,1777,4.1716,166100,"<1H OCEAN"
"15110",14,3064,496,503,4.4347,160300,"<1H OCEAN"
"15111",17,4713,740,723,4.8286,158500,"<1H OCEAN"
"15112",12,7320,1279,1249,4.3952,151700,"<1H OCEAN"
"15113",19,2121,341,353,4.7717,153200,"<1H OCEAN"
"15114",16,7718,1423,1394,4.0693,146400,"<1H OCEAN"
"15115",18,11544,1979,1923,4.4904,150400,"<1H OCEAN"
"15116",23,2592,414,431,5.4903,151400,"<1H OCEAN"
"15117",24,1888,319,319,5.282,140800,"<1H OCEAN"
"15118",14,12517,2506,2333,3.3081,168700,"<1H OCEAN"
"15119",31,1307,298.5,231,3.4286,129400,"<1H OCEAN"
"15120",15,3273,895,842,2.5388,119000,"<1H OCEAN"
"15121",5,4116,990,905,3.1142,150000,"<1H OCEAN"
"15122",31,1293,232,228,4.7578,161000,"<1H OCEAN"
"15123",32,1607,253,262,4.5278,166300,"<1H OCEAN"
"15124",38,1701,317,304,3.7831,147800,"<1H OCEAN"
"15125",9,3049,471,515,5.0733,196600,"<1H OCEAN"
"15126",17,5799,921,843,5.0524,285400,"<1H OCEAN"
"15127",16,2502,532,494,3.2516,202100,"<1H OCEAN"
"15128",16,1743,333,322,2.8906,158300,"<1H OCEAN"
"15129",14,3048,597,576,4.3818,147100,"<1H OCEAN"
"15130",10,3699,838,759,2.5365,139500,"<1H OCEAN"
"15131",15,3153,628,527,3.6898,131000,"<1H OCEAN"
"15132",11,2204,518,497,2.3693,127000,"<1H OCEAN"
"15133",19,3038,529,509,3.944,172500,"<1H OCEAN"
"15134",21,1283,278,289,2.3203,163500,"<1H OCEAN"
"15135",17,2492,494,439,2.8875,155700,"<1H OCEAN"
"15136",23,1378,269,266,4.0625,145000,"<1H OCEAN"
"15137",16,4675,834,817,4.6674,178000,"<1H OCEAN"
"15138",16,5203,957,862,4.105,174400,"<1H OCEAN"
"15139",16,2784,468,465,4.0048,184600,"<1H OCEAN"
"15140",21,4152,703,697,4.5096,159500,"<1H OCEAN"
"15141",15,3560,593,574,5.1185,185300,"<1H OCEAN"
"15142",18,3612,737,713,2.7069,153800,"<1H OCEAN"
"15143",18,2515,443,449,5.0201,154400,"<1H OCEAN"
"15144",18,4215,810,773,4.0873,146900,"<1H OCEAN"
"15145",14,1978,424,387,3.8073,170100,"<1H OCEAN"
"15146",16,3047,495,499,5.3008,186500,"<1H OCEAN"
"15147",24,2541,381,372,5.2542,227800,"<1H OCEAN"
"15148",24,2824,441,471,5.2614,177200,"<1H OCEAN"
"15149",17,3722,670,604,3.6027,211900,"<1H OCEAN"
"15150",19,3090,552,520,4.0806,189200,"<1H OCEAN"
"15151",20,1066,219,173,3.1607,119300,"<1H OCEAN"
"15152",19,3558,588,578,4.625,211100,"<1H OCEAN"
"15153",17,3430,425,433,10.6186,429300,"<1H OCEAN"
"15154",28,922,107,97,8.4721,342300,"<1H OCEAN"
"15155",6,6139,793,770,7.7569,387400,"<1H OCEAN"
"15156",6,9518,1418,1275,6.6012,314900,"<1H OCEAN"
"15157",16,1332,196,193,6.0226,192900,"<1H OCEAN"
"15158",16,1306,196,222,6.2683,180700,"<1H OCEAN"
"15159",17,9911,1436,1414,5.5882,194300,"<1H OCEAN"
"15160",18,3593,661,626,4.8295,165800,"<1H OCEAN"
"15161",13,6711,1256,1220,4.5746,175700,"<1H OCEAN"
"15162",16,3936,694,659,4.5625,231200,"<1H OCEAN"
"15163",16,3424,698,645,4.121,182100,"<1H OCEAN"
"15164",17,5509,866,817,4.8854,181300,"<1H OCEAN"
"15165",25,1909,334,322,3.7784,160100,"<1H OCEAN"
"15166",19,4500,815,782,4.5032,168900,"<1H OCEAN"
"15167",17,3039,555,552,3.9531,178600,"<1H OCEAN"
"15168",17,4814,1091,1078,3.2369,167800,"<1H OCEAN"
"15169",24,830,190,196,1.9176,121100,"<1H OCEAN"
"15170",24,2618,485,443,3.5192,159100,"<1H OCEAN"
"15171",25,2120,381,359,3.1187,169400,"<1H OCEAN"
"15172",17,2863,665,467,2.6048,148200,"<1H OCEAN"
"15173",17,1785,255,277,5.7382,278000,"<1H OCEAN"
"15174",23,2023,309,340,7.0913,265400,"<1H OCEAN"
"15175",14,6665,1231,1001,5.09,268500,"<1H OCEAN"
"15176",15,1095,158,176,6.8099,328200,"<1H OCEAN"
"15177",10,2296,450,405,4.3424,160600,"<1H OCEAN"
"15178",4,2271,578,391,3.6437,210100,"<1H OCEAN"
"15179",15,3023,623,559,3.3724,137900,"<1H OCEAN"
"15180",17,987,142,152,5.8747,229300,"<1H OCEAN"
"15181",18,1339,284,290,5.3074,137200,"<1H OCEAN"
"15182",17,2786,396,396,6.4211,220700,"<1H OCEAN"
"15183",10,2577,347,365,6.53,264100,"<1H OCEAN"
"15184",4,15029,2279,1696,7.2731,450400,"NEAR OCEAN"
"15185",17,3167,861,828,2.4459,85800,"<1H OCEAN"
"15186",7,3619,770,482,4.1279,167600,"<1H OCEAN"
"15187",6,7916,1293,1204,5.6436,278600,"<1H OCEAN"
"15188",12,1840,254,234,6.7769,4e+05,"<1H OCEAN"
"15189",14,5180,1051,991,4.5,222200,"<1H OCEAN"
"15190",16,87,20,21,4.3571,144600,"<1H OCEAN"
"15191",17,2635,389,359,5.8966,261500,"<1H OCEAN"
"15192",18,917,121,131,6.3517,260100,"<1H OCEAN"
"15193",13,4595,567,544,7.7684,362300,"<1H OCEAN"
"15194",16,2852,435,448,6.3761,296200,"<1H OCEAN"
"15195",8,3372,430,448,8.4284,378300,"<1H OCEAN"
"15196",11,1412,185,166,7.7517,500001,"<1H OCEAN"
"15197",9,2012,316,289,6.5706,255700,"<1H OCEAN"
"15198",16,2005,266,270,7.0546,282200,"<1H OCEAN"
"15199",16,1989,290,291,6.2715,255100,"<1H OCEAN"
"15200",16,2994,445,437,5.149,184300,"<1H OCEAN"
"15201",16,2043,388,352,4.4766,161500,"<1H OCEAN"
"15202",15,1840,235,241,7.5992,310600,"<1H OCEAN"
"15203",16,1653,228,224,6.5853,248400,"<1H OCEAN"
"15204",5,14944,2490,2407,6.0857,308300,"<1H OCEAN"
"15205",9,1547,218,231,7.5604,327900,"<1H OCEAN"
"15206",5,5870,977,842,5.1998,294100,"<1H OCEAN"
"15207",9,2470,417,427,4.4219,209200,"<1H OCEAN"
"15208",4,6242,1258,1116,4.25,281600,"<1H OCEAN"
"15209",4,9153,1866,1698,4.955,241500,"<1H OCEAN"
"15210",5,5659,931,902,6.1949,238700,"<1H OCEAN"
"15211",16,2175,327,326,5.1909,201400,"<1H OCEAN"
"15212",18,3215,588,509,4.6028,216800,"<1H OCEAN"
"15213",23,1125,273,308,2.3182,268800,"<1H OCEAN"
"15214",16,3050,559,512,5.2463,156300,"<1H OCEAN"
"15215",9,1531,242,240,6.0862,263600,"<1H OCEAN"
